Player,Nation,Pos,Squad,Comp,Age,Born,90s,Tkl,TklW,Def_3rd_Tackles,Mid_3rd_Tackles,Att_3rd_Tackles,Tkl_challenges,Att_challenges,Tkl%_challenges,Lost_challenges,Blocks,Sh_blocked,Pass_blocked,Int,Tkl+Int,Clr,Err,Cmp,Att,Cmp%,TotDist,PrgDist,short_Cmp,short_Att,short_Cmp%,medium_Cmp,medium_Att,medium_Cmp%,long_Cmp,long_Att,long_Cmp%,Ast,xAG,xA_x,A-xAG,KP,1/3,PPA,CrsPA,PrgP,SCA,SCA90,PassLive_SCA,PassDead_SCA,TO_SCA,Sh_SCA,Fld_SCA,Def_SCA,GCA,GCA90,PassLive_GCA,PassDead_GCA,TO_GCA,Sh_GCA,Fld_GCA,Def_GCA,MP,Starts,Min,GA,GA90,SoTA,Saves,Save%,W,D,L,CS,CS%,PKatt,PKA,PKsv,PKm,Save%_Pen,games,time,goals,xG,assists,xA_y,shots,key_passes,yellow_cards,red_cards,npg,npxG,xGChain,xGBuildup,market_value_in_eur_y
Giorgio Scalvini,it ITA,DF,Atalanta,it Serie A,20,2003,3.0,8,4,5,3,0,5,9,55.6,4,0,0,0,4,12,7,0,165,195,84.6,2779,1088,78,87,89.7,67,75,89.3,13,20,65.0,0,0.0,0.1,0.0,0,14,2,0,20,1,0.33,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.0,284.0,0,0.0859476793557405,0.0,0.0,4.0,0.0,2.0,0.0,0.0,0.0859476793557405,0.0639345087110996,0.0223530810326337,30000000
Gianluca Scamacca,it ITA,FW,Atalanta,it Serie A,25,1999,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,100.0,8,0,1,1,100.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,2.0,0,0.1265710592269897,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.1265710592269897,0.1265710592269897,0.0,15000000
Oliver Scarles,eng ENG,"DF,FW",West Ham,eng Premier League,18,2005,7.4,21,11,17,3,1,14,22,63.6,8,14,2,12,11,32,26,0,293,372,78.8,4388,1151,174,196,88.8,106,126,84.1,11,37,29.7,0,0.1,0.1,-0.1,2,10,5,1,22,6,0.81,6,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.0,644.0,0,0.1373369004577398,0.0,0.1161051169037818,3.0,3.0,1.0,0.0,0.0,0.1373369004577398,0.7346537318080664,0.5881846826523542,400000
Dane Scarlett,eng ENG,"FW,MF",Tottenham,eng Premier League,20,2004,0.4,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,3,5,60.0,37,20,2,2,100.0,1,1,100.0,0,1,0.0,1,0.0,0.0,+1.0,1,0,0,0,1,1,2.65,1,0,0,0,0,0,1,2.65,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0,25.0,0,0.2694910168647766,1.0,0.0761205926537513,1.0,1.0,0.0,0.0,0.0,0.2694910168647766,0.345611609518528,0.0,1800000
Kevin Schade,de GER,FW,Brentford,eng Premier League,22,2001,25.5,39,25,17,10,12,13,23,56.5,10,19,4,15,5,44,34,0,323,541,59.7,4930,1389,185,265,69.8,111,180,61.7,18,43,41.9,2,3.7,1.8,-1.7,23,32,11,3,38,57,2.24,35,6,6,4,5,1,9,0.35,5,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38.0,2332.0,11,9.467997699975967,2.0,3.714522727765143,55.0,23.0,3.0,0.0,11.0,9.467997699975967,15.767545722424984,4.10542070120573,7000000
Fabian Schär,ch SUI,DF,Newcastle Utd,eng Premier League,32,1991,32.6,36,21,16,18,2,14,35,40.0,21,38,25,13,45,81,138,3,1654,1977,83.7,33173,12752,577,625,92.3,877,944,92.9,191,373,51.2,0,0.4,1.0,-0.4,5,161,13,0,118,37,1.13,26,1,1,3,2,4,4,0.12,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.0,2938.0,4,4.203412067145109,0.0,0.3913493175059557,40.0,5.0,9.0,1.0,4.0,4.203412067145109,9.683145336806774,8.512181639671326,6500000
Patrik Schick,cz CZE,FW,Leverkusen,de Bundesliga,28,1996,18.7,6,5,1,3,2,1,5,20.0,4,9,1,8,4,10,17,1,287,368,78.0,3565,473,192,234,82.1,75,95,78.9,3,4,75.0,0,0.6,0.9,-0.6,11,11,6,0,21,34,1.82,22,0,4,3,5,0,3,0.16,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31.0,1675.0,21,13.808413846418262,0.0,0.8931068908423185,68.0,11.0,4.0,0.0,20.0,13.050637168809772,13.012595891952516,2.17465521954,20000000
Stefan Schimmer,de GER,"FW,MF",Heidenheim,de Bundesliga,30,1994,2.7,2,0,1,1,0,1,2,50.0,1,1,0,1,0,2,4,0,32,53,60.4,526,90,12,21,57.1,16,23,69.6,2,3,66.7,0,0.3,0.3,-0.3,4,0,2,1,3,4,1.45,3,0,0,0,1,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.0,220.0,0,1.1535760760307312,0.0,0.2204373283311724,10.0,5.0,1.0,0.0,0.0,1.1535760760307312,0.7608380392193794,0.0842686397954821,325000
Joël Schingtienne,be BEL,DF,Venezia,it Serie A,21,2002,12.5,27,16,18,7,2,12,19,63.2,7,18,9,9,14,41,25,5,420,487,86.2,6496,2235,205,230,89.1,186,206,90.3,16,32,50.0,0,0.1,0.1,-0.1,3,16,2,0,28,10,0.80,8,1,1,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.0,1124.0,0,0.0,0.0,0.0965624712407589,0.0,3.0,2.0,0.0,0.0,0.0,0.4356286553665995,0.4160086130723357,900000
Xaver Schlager,at AUT,MF,RB Leipzig,de Bundesliga,26,1997,2.0,4,2,2,1,1,3,7,42.9,4,7,0,7,0,4,3,0,85,98,86.7,1392,408,44,45,97.8,37,42,88.1,4,10,40.0,0,0.7,0.4,-0.7,1,6,1,0,6,2,0.99,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.0,181.0,0,0.0509397462010383,0.0,0.4579550623893738,1.0,1.0,1.0,0.0,0.0,0.0509397462010383,1.0786748602986336,0.5697800517082214,15000000
Keven Schlotterbeck,de GER,DF,Augsburg,de Bundesliga,27,1997,14.4,19,17,9,9,1,12,16,75.0,4,13,6,7,15,34,73,1,577,683,84.5,11012,4463,213,230,92.6,308,337,91.4,53,106,50.0,1,0.6,0.5,+0.4,7,40,3,1,59,24,1.67,20,0,1,2,0,1,2,0.14,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.0,1290.0,3,1.058371618390083,1.0,0.6174594163894653,12.0,7.0,2.0,1.0,3.0,1.058371618390083,3.063976694829762,2.3811785923317075,3500000
Nico Schlotterbeck,de GER,DF,Dortmund,de Bundesliga,24,1999,22.0,38,24,21,16,1,27,45,60.0,18,31,15,16,22,60,79,1,1856,2080,89.2,35474,13457,674,711,94.8,975,1042,93.6,190,282,67.4,4,2.1,2.1,+1.9,18,226,10,2,195,50,2.27,41,4,1,2,1,1,6,0.27,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.0,1984.0,0,1.8403304610401392,4.0,1.8254380747675896,16.0,18.0,5.0,2.0,0.0,1.8403304610401392,12.77948224171996,11.889226108789444,20000000
Jeffrey Schlupp,gh GHA,"MF,DF",Crystal Palace,eng Premier League,31,1992,1.1,2,0,1,0,1,0,3,0.0,3,6,0,6,0,2,2,0,39,50,78.0,591,144,16,19,84.2,18,23,78.3,2,4,50.0,0,0.2,0.1,-0.2,3,4,2,0,5,7,6.06,5,0,1,1,0,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.0,72.0,0,0.2102906517684459,0.0,0.3348583467304706,4.0,2.0,0.0,0.0,0.0,0.2102906517684459,0.906626857817173,0.3614778672344982,7000000
Romano Schmid,at AUT,MF,Werder Bremen,de Bundesliga,24,2000,31.5,43,25,10,22,11,24,51,47.1,27,42,3,39,11,54,9,2,1239,1663,74.5,20032,7214,622,716,86.9,439,597,73.5,111,204,54.4,4,6.2,8.8,-2.2,68,170,90,24,279,151,4.80,111,16,5,11,7,1,13,0.41,10,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.0,2856.0,5,4.85783976316452,4.0,6.564444359391928,48.0,68.0,3.0,0.0,4.0,4.100063048303127,19.91676950454712,13.533827669918535,2000000
Jan Schöppner,de GER,MF,Heidenheim,de Bundesliga,25,1999,29.8,56,30,19,27,10,20,58,34.5,38,38,6,32,43,99,95,1,778,1042,74.7,13993,3872,319,405,78.8,348,419,83.1,84,146,57.5,3,3.4,2.1,-0.4,25,67,19,3,107,56,1.88,44,1,3,6,1,1,4,0.13,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.0,2700.0,4,3.948262576013804,3.0,2.950019802898169,40.0,24.0,8.0,0.0,4.0,3.948262576013804,8.154726142063737,4.036705597303808,850000
Marvin Schulz,de GER,"MF,DF",Holstein Kiel,de Bundesliga,29,1995,3.4,6,5,2,2,2,2,8,25.0,6,12,8,4,0,6,17,0,128,164,78.0,2387,704,43,48,89.6,71,84,84.5,12,26,46.2,0,0.7,0.5,-0.7,4,7,3,2,11,8,2.34,5,3,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.0,278.0,0,0.065550822764635,0.0,0.3836157452315092,3.0,3.0,3.0,0.0,0.0,0.065550822764635,1.3431706633418798,1.0028056968003511,750000
Alexander Schwolow,de GER,GK,Union Berlin,de Bundesliga,32,1992,6.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,148,207,71.5,3850,2771,41,41,100.0,70,71,98.6,37,93,39.8,0,0.0,0.1,0.0,0,2,2,0,0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,6,6,540,13,2.17,28,15,57.1,2,0,4,0,0.0,1,1,0,0,0.0,6.0,540.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.076565034687519,0.076565034687519,900000
Alex Scott,eng ENG,MF,Bournemouth,eng Premier League,20,2003,8.4,27,14,11,8,8,19,42,45.2,23,17,4,13,10,37,15,0,286,342,83.6,4583,1359,142,159,89.3,112,121,92.6,20,35,57.1,0,0.9,1.0,-0.9,12,41,5,1,52,29,3.45,19,2,0,2,3,3,2,0.24,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.0,764.0,0,0.7000175742432475,0.0,1.2158988821320236,15.0,12.0,3.0,0.0,0.0,0.7000175742432475,3.5423473911359906,1.8692646883428097,10500000
Simone Scuffet,it ITA,GK,Cagliari,it Serie A,28,1996,13.0,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,8,2,286,407,70.3,8534,6695,48,49,98.0,125,126,99.2,113,229,49.3,0,0.0,0.0,0.0,0,5,0,0,0,2,0.15,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0,13,13,1170,23,1.77,56,33,67.9,3,3,7,1,7.7,5,5,0,0,0.0,14.0,1260.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5037520937621593,0.5037520937621593,2000000
Simone Scuffet,it ITA,GK,Napoli,it Serie A,28,1996,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,35,44,79.5,827,432,8,8,100.0,22,22,100.0,5,14,35.7,0,0.0,0.0,0.0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,1,1,90,1,1.00,4,3,75.0,0,1,0,0,0.0,0,0,0,0,0,14.0,1260.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5037520937621593,0.5037520937621593,2000000
Jacopo Seghetti,it ITA,GK,Empoli,it Serie A,19,2005,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,22,63.6,384,277,1,1,100.0,9,10,90.0,4,10,40.0,0,0.0,0.0,0.0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,1,1,90,3,3.00,6,3,50.0,0,0,1,0,0.0,0,0,0,0,0,1.0,90.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,575000
Nicolas Seiwald,at AUT,"MF,DF",RB Leipzig,de Bundesliga,23,2001,23.2,53,31,19,29,5,25,50,50.0,25,43,10,33,31,84,76,2,1115,1348,82.7,18798,6983,541,585,92.5,481,573,83.9,84,149,56.4,0,1.7,2.7,-1.7,20,123,27,3,140,49,2.12,39,10,0,0,0,0,3,0.13,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.0,2081.0,0,0.1574913430958986,0.0,2.60853142477572,5.0,20.0,2.0,0.0,0.0,0.1574913430958986,7.612222496420145,6.73781743645668,15000000
Matz Sels,be BEL,GK,Nott'ham Forest,eng Premier League,32,1992,38.0,1,1,1,0,0,1,1,100.0,0,0,0,0,0,1,26,1,519,998,52.0,19289,16407,79,79,100.0,168,171,98.2,271,734,36.9,0,0.4,0.3,-0.4,2,45,4,0,2,6,0.16,3,3,0,0,0,0,0,0.00,0,0,0,0,0,0,38,38,3420,46,1.21,165,119,73.9,19,8,11,13,34.2,3,3,0,0,0.0,38.0,3420.0,0,0.0,0.0,0.5219662692397833,0.0,2.0,4.0,0.0,0.0,0.0,3.724944426678121,3.2029781555756927,5000000
Nélson Semedo,pt POR,DF,Wolves,eng Premier League,30,1993,32.1,62,36,32,21,9,34,57,59.6,23,32,10,22,23,85,104,3,1096,1357,80.8,16627,5130,598,653,91.6,409,490,83.5,59,128,46.1,4,2.8,1.7,+1.2,25,70,28,13,80,60,1.87,44,1,8,1,3,3,6,0.19,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.0,2897.0,0,0.9947248105891048,4.0,2.185204219073057,18.0,25.0,8.0,0.0,0.0,0.9947248105891048,9.799877418205142,7.2230052798986435,19000000
Antoine Semenyo,gh GHA,FW,Bournemouth,eng Premier League,24,2000,35.6,55,35,17,25,13,16,43,37.2,27,67,9,58,11,66,39,2,821,1119,73.4,11674,2915,501,586,85.5,252,334,75.4,37,97,38.1,5,5.8,4.3,-0.8,46,49,45,8,109,132,3.71,85,4,21,15,5,2,13,0.37,7,1,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.0,3219.0,11,14.549346312880516,5.0,6.608794005587697,126.0,46.0,9.0,0.0,11.0,14.549346312880516,26.17976476252079,7.88416787609458,2500000
Marcos Senesi,ar ARG,DF,Bournemouth,eng Premier League,27,1997,12.3,39,21,23,14,2,14,31,45.2,17,16,7,9,14,53,58,0,561,735,76.3,11536,5815,199,228,87.3,267,311,85.9,89,180,49.4,0,0.2,0.5,-0.2,3,79,13,3,62,16,1.30,16,0,0,0,0,0,1,0.08,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.0,1117.0,0,0.6511894948780537,0.0,0.2382868472486734,2.0,5.0,5.0,0.0,0.0,0.6511894948780537,4.348518039099872,4.168585720472038,15000000
Stefano Sensi,it ITA,MF,Monza,it Serie A,28,1995,3.0,8,5,4,4,0,5,6,83.3,1,4,2,2,3,11,3,1,257,299,86.0,4852,1499,97,103,94.2,130,143,90.9,27,46,58.7,0,0.2,0.3,-0.2,3,36,4,1,38,15,4.89,13,1,0,0,1,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.0,253.0,1,0.8939067367464304,0.0,0.3312928956001997,7.0,3.0,0.0,0.0,0.0,0.132607901468873,0.933458210900426,0.8687582919374108,4500000
Suat Serdar,de GER,MF,Hellas Verona,it Serie A,27,1997,15.3,35,22,12,19,4,10,26,38.5,16,19,4,15,8,43,21,0,357,477,74.8,5878,1693,175,210,83.3,136,169,80.5,32,52,61.5,1,1.0,0.5,0.0,10,47,5,1,56,29,1.90,19,0,3,3,4,0,1,0.07,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.0,1380.0,2,1.6178497727960348,1.0,1.0614012964069843,30.0,10.0,2.0,1.0,2.0,1.6178497727960348,3.9974643010646105,1.9205339886248112,7750000
Ryan Sessegnon,eng ENG,"FW,DF",Fulham,eng Premier League,24,2000,6.4,27,13,11,11,5,9,20,45.0,11,13,1,12,3,30,18,0,189,241,78.4,2728,859,118,136,86.8,58,73,79.5,8,13,61.5,2,1.1,1.1,+0.9,12,18,7,2,22,24,3.72,20,0,1,2,1,0,4,0.62,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.0,576.0,4,2.481840554624796,2.0,1.3141173049807549,14.0,12.0,1.0,0.0,4.0,2.481840554624796,5.214323297142983,1.8583442494273184,20000000
Stephan El Shaarawy,it ITA,"DF,MF",Roma,it Serie A,31,1992,12.2,16,12,4,6,6,6,12,50.0,6,4,0,4,10,26,13,0,399,504,79.2,5710,1604,238,269,88.5,133,169,78.7,16,30,53.3,4,1.2,2.0,+2.8,15,19,21,3,49,47,3.85,37,1,2,4,3,0,9,0.74,7,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31.0,1075.0,3,2.968658696860075,4.0,1.2206020690500736,28.0,15.0,2.0,0.0,3.0,2.968658696860075,8.5647276006639,5.534490182995796,14000000
Luke Shaw,eng ENG,DF,Manchester Utd,eng Premier League,29,1995,3.9,4,3,2,2,0,2,2,100.0,0,6,1,5,2,6,7,0,249,290,85.9,4252,1388,118,127,92.9,108,119,90.8,20,33,60.6,0,0.7,0.8,-0.7,5,20,3,1,24,10,2.58,8,2,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.0,352.0,0,0.031377512961626,0.0,0.5605076849460602,1.0,5.0,1.0,0.0,0.0,0.031377512961626,1.353358380496502,0.7928507253527641,22000000
Alen Sherri,al ALB,GK,Cagliari,it Serie A,26,1997,6.9,1,0,1,0,0,1,2,50.0,1,0,0,0,1,2,1,0,163,225,72.4,4097,2916,40,40,100.0,79,80,98.8,43,104,41.3,0,0.0,0.0,0.0,1,2,0,0,0,2,0.29,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0,7,7,621,11,1.59,31,20,64.5,1,2,4,1,14.3,0,0,0,0,0,7.0,627.0,0,0.0,0.0,0.0228375680744647,0.0,1.0,0.0,0.0,0.0,0.0,0.1196601148694753,0.1196601148694753,200000
Eldor Shomurodov,uz UZB,"FW,MF",Roma,it Serie A,29,1995,12.2,14,6,2,7,5,3,6,50.0,3,10,1,9,3,17,5,0,215,286,75.2,2887,467,135,166,81.3,60,72,83.3,7,9,77.8,4,1.3,1.4,+2.7,17,10,6,0,21,32,2.62,27,0,0,4,0,1,7,0.57,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.0,1082.0,4,5.652864208444953,4.0,1.8670945186167955,29.0,17.0,1.0,0.0,4.0,5.652864208444953,7.127035621553659,1.596219727769494,5000000
Armindo Sieb,de GER,"FW,MF",Mainz 05,de Bundesliga,21,2003,8.5,10,4,4,5,1,3,10,30.0,7,4,0,4,1,11,7,0,136,195,69.7,1814,544,77,97,79.4,46,66,69.7,3,7,42.9,2,1.1,0.6,+0.9,8,12,8,2,18,17,2.00,10,0,2,4,1,0,4,0.47,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.0,721.0,2,2.6843516025692225,2.0,1.592657197266817,29.0,9.0,2.0,0.0,2.0,2.6843516025692225,5.169475324451923,2.232672449201345,1500000
Benjamin Siegrist,ch SUI,GK,Genoa,it Serie A,32,1992,1.7,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,48,73,65.8,1347,914,5,5,100.0,24,24,100.0,19,44,43.2,0,0.0,0.0,0.0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,2,2,152,2,1.18,12,10,83.3,1,1,0,0,0.0,0,0,0,0,0,2.0,154.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,500000
Tim Siersleben,de GER,DF,Heidenheim,de Bundesliga,24,2000,13.1,21,14,12,8,1,7,17,41.2,10,19,6,13,20,41,66,0,581,719,80.8,12037,5686,177,199,88.9,318,355,89.6,81,144,56.3,0,0.5,0.6,-0.5,6,35,8,2,31,15,1.14,14,1,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.0,1181.0,0,0.5835042558610439,0.0,0.5471864566206932,4.0,6.0,4.0,0.0,0.0,0.5835042558610439,2.612182638607919,2.4144959514960647,650000
Kiliann Sildillia,fr FRA,DF,Freiburg,de Bundesliga,22,2002,8.9,17,10,8,6,3,7,13,53.8,6,16,5,11,11,28,38,0,336,459,73.2,6274,2162,147,176,83.5,135,175,77.1,50,83,60.2,0,0.7,0.7,-0.7,7,20,6,4,29,16,1.80,9,6,0,1,0,0,1,0.11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.0,780.0,2,0.7514637820422649,0.0,1.0808508545160294,7.0,6.0,2.0,0.0,2.0,0.7514637820422649,3.192236214876175,2.1987045630812645,7500000
André Silva,pt POR,FW,Werder Bremen,de Bundesliga,28,1995,4.2,2,2,1,1,0,0,1,0.0,1,3,1,2,0,2,3,0,82,116,70.7,1137,188,39,48,81.3,26,34,76.5,4,5,80.0,0,0.4,0.6,-0.4,5,3,6,1,10,15,3.60,11,0,1,2,1,0,1,0.24,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.0,493.0,2,3.759849816560745,2.0,1.1069494001567364,22.0,8.0,1.0,0.0,0.0,1.48651984333992,3.7941148430109024,1.4417242109775543,22000000
André Silva,pt POR,FW,Werder Bremen,de Bundesliga,28,1995,4.2,2,2,1,1,0,0,1,0.0,1,3,1,2,0,2,3,0,82,116,70.7,1137,188,39,48,81.3,26,34,76.5,4,5,80.0,0,0.4,0.6,-0.4,5,3,6,1,10,15,3.60,11,0,1,2,1,0,1,0.24,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.0,493.0,2,3.759849816560745,2.0,1.1069494001567364,22.0,8.0,1.0,0.0,0.0,1.48651984333992,3.7941148430109024,1.4417242109775543,2000000
André Silva,pt POR,"FW,MF",RB Leipzig,de Bundesliga,28,1995,1.5,1,1,1,0,0,0,1,0.0,1,1,0,1,1,2,2,0,30,42,71.4,435,156,18,24,75.0,8,9,88.9,3,3,100.0,2,0.6,0.1,+1.4,3,3,1,0,4,7,4.81,5,0,0,1,1,0,2,1.37,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.0,493.0,2,3.759849816560745,2.0,1.1069494001567364,22.0,8.0,1.0,0.0,0.0,1.48651984333992,3.7941148430109024,1.4417242109775543,22000000
André Silva,pt POR,"FW,MF",RB Leipzig,de Bundesliga,28,1995,1.5,1,1,1,0,0,0,1,0.0,1,1,0,1,1,2,2,0,30,42,71.4,435,156,18,24,75.0,8,9,88.9,3,3,100.0,2,0.6,0.1,+1.4,3,3,1,0,4,7,4.81,5,0,0,1,1,0,2,1.37,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.0,493.0,2,3.759849816560745,2.0,1.1069494001567364,22.0,8.0,1.0,0.0,0.0,1.48651984333992,3.7941148430109024,1.4417242109775543,2000000
Bernardo Silva,pt POR,"MF,FW",Manchester City,eng Premier League,29,1994,29.7,56,37,17,30,9,25,56,44.6,31,36,7,29,23,79,32,3,1547,1783,86.8,23646,4501,877,949,92.4,554,634,87.4,82,124,66.1,4,5.1,4.5,-1.1,53,87,40,7,134,92,3.10,81,3,4,1,3,0,8,0.27,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.0,2660.0,4,4.793662561103702,4.0,4.999884040094912,32.0,53.0,7.0,0.0,4.0,4.793662561103702,19.424771897494796,13.0239042006433,62500000
Jota Silva,pt POR,"FW,MF",Nott'ham Forest,eng Premier League,24,1999,9.5,27,14,12,13,2,6,27,22.2,21,9,1,8,12,39,17,0,118,196,60.2,1692,471,66,86,76.7,37,60,61.7,6,19,31.6,1,2.9,1.8,-1.9,14,4,9,3,18,29,3.06,22,0,1,3,3,0,3,0.32,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31.0,799.0,3,2.7386593613773584,1.0,3.355119312182069,23.0,14.0,5.0,0.0,3.0,2.7386593613773584,4.373035242781043,0.8781488863751292,1000000
Eric da Silva Moreira,de GER,"MF,DF",Nott'ham Forest,eng Premier League,18,2006,0.3,2,2,2,0,0,2,6,33.3,4,0,0,0,1,3,0,0,7,8,87.5,86,7,6,7,85.7,1,1,100.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,27.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000000
Rui Silva,pt POR,GK,Betis,es La Liga,30,1994,15.0,0,0,0,0,0,0,1,0.0,1,1,0,1,0,0,7,0,412,524,78.6,10283,6196,66,66,100.0,250,250,100.0,93,203,45.8,0,0.1,0.0,-0.1,2,5,0,0,0,5,0.33,5,0,0,0,0,0,0,0.00,0,0,0,0,0,0,15,15,1350,18,1.20,54,37,72.2,5,5,5,4,26.7,3,3,0,0,0.0,15.0,1350.0,0,0.0,0.0,0.0839770194143056,0.0,2.0,1.0,0.0,0.0,0.0,1.903590640053153,1.8196136131882668,3250000
Rui Silva,pt POR,GK,Betis,es La Liga,30,1994,15.0,0,0,0,0,0,0,1,0.0,1,1,0,1,0,0,7,0,412,524,78.6,10283,6196,66,66,100.0,250,250,100.0,93,203,45.8,0,0.1,0.0,-0.1,2,5,0,0,0,5,0.33,5,0,0,0,0,0,0,0.00,0,0,0,0,0,0,15,15,1350,18,1.20,54,37,72.2,5,5,5,4,26.7,3,3,0,0,0.0,15.0,1350.0,0,0.0,0.0,0.0839770194143056,0.0,2.0,1.0,0.0,0.0,0.0,1.903590640053153,1.8196136131882668,300000
