Player,Nation,Pos,Squad,Comp,Age,Born,90s,Tkl,TklW,Def_3rd_Tackles,Mid_3rd_Tackles,Att_3rd_Tackles,Tkl_challenges,Att_challenges,Tkl%_challenges,Lost_challenges,Blocks,Sh_blocked,Pass_blocked,Int,Tkl+Int,Clr,Err,Cmp,Att,Cmp%,TotDist,PrgDist,short_Cmp,short_Att,short_Cmp%,medium_Cmp,medium_Att,medium_Cmp%,long_Cmp,long_Att,long_Cmp%,Ast,xAG,xA_x,A-xAG,KP,1/3,PPA,CrsPA,PrgP,SCA,SCA90,PassLive_SCA,PassDead_SCA,TO_SCA,Sh_SCA,Fld_SCA,Def_SCA,GCA,GCA90,PassLive_GCA,PassDead_GCA,TO_GCA,Sh_GCA,Fld_GCA,Def_GCA,MP,Starts,Min,GA,GA90,SoTA,Saves,Save%,W,D,L,CS,CS%,PKatt,PKA,PKsv,PKm,Save%_Pen,games,time,goals,xG,assists,xA_y,shots,key_passes,yellow_cards,red_cards,npg,npxG,xGChain,xGBuildup,market_value_in_eur_y
Dodô,br BRA,DF,Fiorentina,it Serie A,25,1998,34.6,44,30,25,11,8,25,49,51.0,24,22,5,17,35,79,58,2,1341,1728,77.6,24063,7341,545,635,85.8,667,807,82.7,111,215,51.6,5,4.2,4.3,+0.8,36,80,40,22,128,75,2.17,56,2,4,3,8,2,11,0.32,7,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35.0,3126.0,0,1.4068531906232238,5.0,4.798341209068894,27.0,37.0,8.0,0.0,0.0,1.4068531906232238,13.066202946938574,9.197617669589818,10000000
Danilho Doekhi,nl NED,DF,Union Berlin,de Bundesliga,26,1998,34.0,37,24,18,16,3,13,23,56.5,10,35,16,19,44,81,169,1,995,1270,78.3,17773,6058,405,461,87.9,486,555,87.6,83,196,42.3,1,1.4,0.9,-0.4,13,81,6,3,96,32,0.94,21,0,0,8,2,1,4,0.12,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.0,3060.0,1,3.0633004140108824,0.0,1.9867287343367932,31.0,12.0,4.0,0.0,1.0,3.0633004140108824,5.202799412421882,3.052881366573274,900000
Matt Doherty,ie IRL,DF,Wolves,eng Premier League,32,1992,23.4,38,21,25,13,0,17,25,68.0,8,28,15,13,22,60,102,3,1078,1302,82.8,20102,6585,435,483,90.1,514,591,87.0,115,186,61.8,1,1.5,1.2,-0.5,12,94,15,1,79,25,1.07,19,3,1,1,1,0,3,0.13,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.0,2140.0,2,1.576674222946167,1.0,1.7241646945476532,10.0,12.0,6.0,0.0,2.0,1.576674222946167,8.057520560920238,6.344307072460651,4000000
Nicolás Domínguez,ar ARG,"MF,FW",Nott'ham Forest,eng Premier League,26,1998,21.8,86,45,40,35,11,36,76,47.4,40,38,12,26,29,115,54,1,821,947,86.7,11995,3387,463,508,91.1,279,312,89.4,34,55,61.8,1,1.3,1.6,-0.3,13,81,11,1,83,38,1.74,29,1,0,3,3,2,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.0,1979.0,0,1.9267512233927848,1.0,1.4655370814725757,21.0,13.0,9.0,0.0,0.0,1.9267512233927848,4.884785549715161,3.653871604241431,13000000
Patrick Dorgu,dk DEN,DF,Manchester Utd,eng Premier League,19,2004,9.4,31,24,15,14,2,16,23,69.6,7,11,0,11,4,35,23,2,400,494,81.0,5631,1295,250,280,89.3,124,159,78.0,12,28,42.9,0,0.7,1.3,-0.7,12,23,11,2,34,24,2.57,21,0,0,0,2,1,1,0.11,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.0,843.0,0,0.3947257157415151,0.0,0.9689584393054248,10.0,11.0,3.0,1.0,0.0,0.3947257157415151,2.922609027475118,1.9455055128782988,7000000
Patrick Dorgu,dk DEN,DF,Manchester Utd,eng Premier League,19,2004,9.4,31,24,15,14,2,16,23,69.6,7,11,0,11,4,35,23,2,400,494,81.0,5631,1295,250,280,89.3,124,159,78.0,12,28,42.9,0,0.7,1.3,-0.7,12,23,11,2,34,24,2.57,21,0,0,0,2,1,1,0.11,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.0,1843.0,3,3.1648835986852646,1.0,1.512625027447939,36.0,19.0,2.0,1.0,3.0,3.1648835986852646,8.149002324789762,4.312539998441935,7000000
Patrick Dorgu,dk DEN,"DF,FW",Lecce,it Serie A,19,2004,20.4,45,27,21,19,5,23,45,51.1,22,24,6,18,18,63,42,2,580,748,77.5,9714,2661,280,324,86.4,231,275,84.0,51,96,53.1,1,1.5,1.0,-0.5,19,42,21,8,54,58,2.84,38,2,4,4,9,1,7,0.34,5,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.0,843.0,0,0.3947257157415151,0.0,0.9689584393054248,10.0,11.0,3.0,1.0,0.0,0.3947257157415151,2.922609027475118,1.9455055128782988,7000000
Patrick Dorgu,dk DEN,"DF,FW",Lecce,it Serie A,19,2004,20.4,45,27,21,19,5,23,45,51.1,22,24,6,18,18,63,42,2,580,748,77.5,9714,2661,280,324,86.4,231,275,84.0,51,96,53.1,1,1.5,1.0,-0.5,19,42,21,8,54,58,2.84,38,2,4,4,9,1,7,0.34,5,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.0,1843.0,3,3.1648835986852646,1.0,1.512625027447939,36.0,19.0,2.0,1.0,3.0,3.1648835986852646,8.149002324789762,4.312539998441935,7000000
Alfie Dorrington,eng ENG,DF,Tottenham,eng Premier League,19,2005,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,16,93.8,304,39,6,7,85.7,7,7,100.0,2,2,100.0,0,0.0,0.0,0.0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,9.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,600000
Niklas Dorsch,de GER,MF,Augsburg,de Bundesliga,26,1998,0.4,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,22,26,84.6,342,77,12,12,100.0,9,12,75.0,1,1,100.0,0,0.0,0.0,0.0,0,1,0,0,1,1,2.81,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.0,1408.0,2,1.0962662072852254,2.0,1.131101816892624,9.0,13.0,5.0,1.0,2.0,1.0962662072852254,3.0800743214786053,1.3530444698408246,4500000
Niklas Dorsch,de GER,MF,Heidenheim,de Bundesliga,26,1998,14.8,27,16,12,15,0,13,22,59.1,9,14,1,13,17,44,17,2,573,687,83.4,10988,3060,230,247,93.1,247,273,90.5,81,136,59.6,2,1.1,2.0,+0.9,13,46,16,8,57,35,2.36,22,10,0,0,1,2,2,0.13,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.0,1408.0,2,1.0962662072852254,2.0,1.131101816892624,9.0,13.0,5.0,1.0,2.0,1.0962662072852254,3.0800743214786053,1.3530444698408246,4500000
Alberto Dossena,it ITA,DF,Como,it Serie A,25,1998,20.3,33,20,23,8,2,16,28,57.1,12,22,11,11,22,55,89,1,894,1020,87.6,16693,5441,310,336,92.3,507,547,92.7,65,110,59.1,2,0.7,0.4,+1.3,5,33,1,0,36,11,0.54,9,0,1,1,0,0,2,0.10,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.0,1834.0,0,0.6554462192580104,2.0,1.222608104348183,12.0,5.0,1.0,1.0,0.0,0.6554462192580104,3.436672180891037,3.3512209616601467,300000
Abdoulaye Doucouré,ml MLI,MF,Everton,eng Premier League,31,1993,28.5,48,28,21,20,7,14,43,32.6,29,31,6,25,10,58,20,1,725,903,80.3,10909,2254,382,446,85.7,263,316,83.2,44,60,73.3,2,2.4,1.4,-0.4,28,44,15,0,82,58,2.04,52,0,3,2,0,1,3,0.11,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.0,2619.0,3,4.050999755039811,2.0,2.317836028058082,31.0,27.0,3.0,1.0,3.0,4.050999755039811,9.89785410836339,4.922197850421071,12000000
Issa Doumbia,it ITA,MF,Venezia,it Serie A,20,2003,10.4,14,8,6,7,1,7,17,41.2,10,17,5,12,9,23,14,1,203,271,74.9,2702,656,120,141,85.1,65,86,75.6,4,13,30.8,0,0.1,0.2,-0.1,3,17,1,0,22,17,1.63,14,0,1,1,0,1,2,0.19,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.0,922.0,0,1.5646562036126852,0.0,0.1171914394944906,17.0,3.0,0.0,0.0,0.0,1.5646562036126852,2.518975531682372,1.2910603070631623,150000
Artem Dovbyk,ua UKR,FW,Roma,it Serie A,27,1997,26.9,4,2,0,1,3,0,4,0.0,4,10,3,7,2,6,12,0,321,433,74.1,3515,432,212,275,77.1,62,80,77.5,5,6,83.3,2,2.4,1.5,-0.4,25,17,4,0,16,52,1.94,43,0,4,4,1,0,6,0.22,3,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.0,2454.0,12,14.354873014613986,2.0,2.92091160826385,63.0,25.0,0.0,0.0,10.0,12.832275385037065,14.934369965456426,3.34222876932472,1000000
Flynn Downes,eng ENG,MF,Southampton,eng Premier League,25,1999,23.9,49,25,23,21,5,15,36,41.7,21,28,9,19,32,81,51,4,1003,1109,90.4,14646,2893,577,620,93.1,352,382,92.1,37,53,69.8,0,1.1,1.4,-1.1,15,62,12,0,66,31,1.30,27,2,0,1,0,1,2,0.08,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.0,2175.0,1,0.8941574329510331,0.0,1.6155836284160614,10.0,15.0,12.0,0.0,1.0,0.8941574329510331,8.310527911409736,6.55848484672606,7500000
Tommy Doyle,eng ENG,MF,Wolves,eng Premier League,22,2001,5.4,11,6,6,3,2,6,15,40.0,9,11,5,6,5,16,11,1,321,392,81.9,6591,2010,112,119,94.1,138,155,89.0,61,93,65.6,1,0.5,0.3,+0.5,7,44,3,0,40,17,3.13,11,4,1,1,0,0,3,0.55,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.0,431.0,0,0.3624565312638879,1.0,0.3475889293476939,9.0,7.0,1.0,0.0,0.0,0.3624565312638879,2.1030837008729577,1.6141937281936407,4500000
Patrick Drewes,de GER,GK,Bochum,de Bundesliga,31,1993,21.0,0,0,0,0,0,0,1,0.0,1,1,0,1,0,0,11,1,565,860,65.7,19116,15776,69,69,100.0,229,234,97.9,267,553,48.3,0,0.0,0.0,0.0,0,7,0,0,0,2,0.10,1,1,0,0,0,0,0,0.00,0,0,0,0,0,0,21,21,1890,46,2.19,99,51,56.6,2,5,14,2,9.5,5,3,2,0,40.0,20.0,1800.0,0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.7322410512715578,1.7322410512715578,250000
Tim Drexler,de GER,DF,Hoffenheim,de Bundesliga,19,2005,4.0,17,7,11,6,0,9,12,75.0,3,6,4,2,1,18,9,1,153,180,85.0,2669,1021,76,82,92.7,61,69,88.4,14,21,66.7,0,0.0,0.2,0.0,1,13,2,0,16,6,1.51,6,0,0,0,0,0,1,0.25,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.0,364.0,0,0.0483945850282907,0.0,0.0186726823449134,2.0,1.0,2.0,0.0,0.0,0.0483945850282907,1.6957852356135843,1.6770501136779783,275000
Domingos Duarte,pt POR,DF,Getafe,es La Liga,29,1995,20.7,28,15,22,4,2,17,21,81.0,4,28,16,12,18,46,152,1,497,633,78.5,11101,3730,113,141,80.1,296,330,89.7,85,154,55.2,0,0.1,0.1,-0.1,2,42,0,0,47,9,0.44,9,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.0,1865.0,1,0.4832622818648815,0.0,0.0426994562149047,3.0,2.0,3.0,2.0,1.0,0.4832622818648815,2.0275963619351387,1.984896905720234,2750000
Marvin Ducksch,de GER,FW,Werder Bremen,de Bundesliga,30,1994,26.9,10,7,3,5,2,3,14,21.4,11,10,2,8,8,18,26,3,560,908,61.7,9835,3215,243,319,76.2,185,291,63.6,87,200,43.5,8,8.5,9.1,-0.5,61,43,30,8,86,103,3.83,58,37,1,6,0,1,12,0.45,9,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.0,2477.0,8,10.446885596960785,8.0,10.059994157403708,71.0,61.0,3.0,0.0,7.0,8.931332174688578,19.355842046439648,4.983372114598751,1750000
Ondrej Duda,sk SVK,MF,Hellas Verona,it Serie A,29,1994,26.6,46,27,21,22,3,29,64,45.3,35,28,9,19,31,77,30,4,943,1204,78.3,16680,5438,452,496,91.1,344,416,82.7,114,223,51.1,3,3.2,2.6,-0.2,32,101,24,7,117,73,2.74,45,18,2,3,4,1,7,0.26,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.0,2414.0,1,0.8872416876256466,3.0,3.4387308126315475,25.0,32.0,10.0,1.0,1.0,0.8872416876256466,8.706737032160163,6.527901178225875,4000000
Duk,cv CPV,"MF,FW",Leganés,es La Liga,24,2000,2.0,8,4,3,3,2,3,5,60.0,2,4,0,4,1,9,2,0,33,53,62.3,463,135,21,25,84.0,11,17,64.7,0,2,0.0,0,0.7,0.4,-0.7,5,0,2,1,3,7,3.54,5,0,1,1,0,0,1,0.51,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.0,149.0,0,0.0315059209242463,0.0,0.5542192105203867,2.0,5.0,1.0,0.0,0.0,0.0315059209242463,0.5542192105203867,0.0,1000000
Denzel Dumfries,nl NED,"DF,FW",Inter,it Serie A,28,1996,21.7,25,18,12,9,4,14,27,51.9,13,31,8,23,6,31,26,1,603,831,72.6,9776,2992,322,377,85.4,229,332,69.0,45,76,59.2,2,3.2,2.8,-1.2,21,22,21,9,51,55,2.53,38,6,3,3,4,1,4,0.18,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29.0,1929.0,7,6.130226218141615,2.0,3.6943740658462048,37.0,21.0,4.0,0.0,7.0,6.130226218141615,13.06925655901432,5.048348389565945,14250000
Alfred Duncan,gh GHA,MF,Venezia,it Serie A,31,1993,10.6,17,8,4,11,2,5,14,35.7,9,7,2,5,8,25,8,0,404,498,81.1,6776,1898,193,219,88.1,167,186,89.8,32,64,50.0,0,1.1,1.0,-1.1,11,37,19,4,53,32,3.01,25,4,1,2,0,0,2,0.19,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.0,965.0,0,0.968411073088646,0.0,1.9832440372556448,15.0,11.0,2.0,0.0,0.0,0.968411073088646,3.4534763414412737,1.5767809636890888,6000000
Lewis Dunk,eng ENG,DF,Brighton,eng Premier League,32,1991,23.1,17,10,8,7,2,11,19,57.9,8,28,18,10,13,30,79,2,1778,1953,91.0,32940,10612,668,693,96.4,954,1002,95.2,143,228,62.7,0,0.5,1.0,-0.5,6,157,6,0,142,19,0.82,17,0,0,2,0,0,3,0.13,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.0,2083.0,0,1.1070273127406836,0.0,0.5168026331812143,12.0,5.0,5.0,0.0,0.0,1.1070273127406836,10.19734975323081,10.102785553783178,11000000
Pablo Durán,es ESP,"FW,MF",Celta Vigo,es La Liga,23,2001,15.5,17,9,4,7,6,5,16,31.3,11,12,3,9,8,25,18,0,284,400,71.0,4181,735,157,194,80.9,98,124,79.0,16,37,43.2,4,2.8,1.0,+1.2,17,21,10,3,30,30,1.94,22,0,2,4,2,0,4,0.26,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.0,1393.0,4,3.09553406946361,4.0,3.1764622405171394,26.0,18.0,3.0,0.0,4.0,3.09553406946361,6.573258327320218,1.7288688998669386,250000
Julien Duranville,be BEL,"FW,MF",Dortmund,de Bundesliga,18,2006,3.1,3,0,0,3,0,1,2,50.0,1,1,0,1,0,3,3,0,59,84,70.2,856,171,40,47,85.1,15,26,57.7,3,7,42.9,0,0.3,0.9,-0.3,1,3,1,1,7,7,2.21,3,0,0,0,4,0,1,0.32,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.0,259.0,0,0.4180309381335974,0.0,0.6575317978858948,5.0,1.0,3.0,0.0,0.0,0.4180309381335974,1.1650417689234018,0.0894790403544902,8500000
Hugo Duro,es ESP,FW,Valencia,es La Liga,24,1999,24.1,13,8,4,7,2,5,13,38.5,8,11,2,9,10,23,11,0,296,428,69.2,4100,492,172,223,77.1,96,132,72.7,11,21,52.4,2,1.3,0.5,+0.7,14,18,3,0,28,29,1.20,19,0,1,4,5,0,5,0.21,1,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31.0,2180.0,11,10.968763902783394,2.0,1.450842097401619,48.0,13.0,5.0,0.0,10.0,10.225486233830452,10.645109824836254,0.9808358121663332,5000000
Paulo Dybala,ar ARG,"FW,MF",Roma,it Serie A,30,1993,15.7,17,7,3,9,5,8,19,42.1,11,12,1,11,2,19,2,0,596,729,81.8,9980,2382,315,346,91.0,177,213,83.1,72,114,63.2,3,5.0,5.2,-2.0,40,47,26,5,79,84,5.34,47,19,1,6,11,0,8,0.51,5,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.0,1431.0,6,7.097136401571333,3.0,6.226575620472431,50.0,40.0,2.0,0.0,3.0,4.813239821232855,12.7716128481552,7.265248727984726,42500000
Enzo Ebosse,cm CMR,DF,Udinese,it Serie A,25,1999,1.0,0,0,0,0,0,0,2,0.0,2,3,3,0,1,1,1,0,48,55,87.3,897,201,16,20,80.0,26,28,92.9,5,6,83.3,0,0.0,0.0,0.0,1,7,0,0,5,3,3.00,2,0,1,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,83.0,0,0.0,0.0,0.0514530539512634,0.0,1.0,1.0,0.0,0.0,0.0,0.1033825911581516,0.0519295372068882,1750000
Tyronne Ebuehi,ng NGA,"DF,MF",Empoli,it Serie A,28,1995,0.8,3,2,1,2,0,1,1,100.0,0,1,0,1,2,5,0,0,33,46,71.7,463,189,20,27,74.1,10,13,76.9,1,1,100.0,0,0.0,0.1,0.0,0,3,1,1,4,1,1.23,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.0,64.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3135741949081421,0.3135741949081421,900000
Claudio Echeverri,ar ARG,FW,Manchester City,eng Premier League,18,2006,0.1,1,0,0,1,0,1,1,100.0,0,0,0,0,0,1,0,0,3,3,100.0,26,18,1,1,100.0,1,1,100.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,4.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15000000
Ederson,br BRA,GK,Manchester City,eng Premier League,30,1993,25.8,0,0,0,0,0,0,2,0.0,2,0,0,0,1,1,11,4,811,923,87.9,19885,13212,142,142,100.0,471,479,98.3,194,297,65.3,4,1.5,0.2,+2.5,4,21,1,0,2,6,0.23,6,0,0,0,0,0,4,0.16,4,0,0,0,0,0,26,26,2320,26,1.01,78,53,69.2,16,4,6,10,38.5,2,2,0,0,0.0,26.0,2324.0,0,0.0,4.0,1.1925887912511826,0.0,4.0,4.0,0.0,0.0,0.0,5.953033002093434,4.961667595431209,40000000
Éderson,br BRA,MF,Atalanta,it Serie A,25,1999,32.0,52,32,19,28,5,22,34,64.7,12,30,6,24,35,87,36,1,1700,1966,86.5,31285,8498,651,742,87.7,865,932,92.8,163,219,74.4,1,4.3,4.8,-3.3,37,193,41,5,216,98,3.06,78,2,6,6,2,4,10,0.31,9,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.0,2898.0,4,4.337195685133338,1.0,5.689773496240377,39.0,37.0,3.0,1.0,4.0,4.337195685133338,22.29255823791027,16.017200173810124,9500000
George Edmundson,eng ENG,DF,Ipswich Town,eng Premier League,26,1997,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,50.0,9,0,1,1,100.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,500000
Samuel Edozie,eng ENG,"DF,FW",Southampton,eng Premier League,21,2003,0.7,3,1,0,1,2,2,2,100.0,0,0,0,0,0,3,0,0,25,33,75.8,316,67,19,21,90.5,6,7,85.7,0,3,0.0,0,0.1,0.2,-0.1,1,0,3,0,4,4,5.54,3,0,0,0,1,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,57.0,0,0.0,0.0,0.0817131176590919,0.0,1.0,1.0,0.0,0.0,0.0,0.6017810702323914,0.5200679302215576,7500000
Johannes Eggestein,de GER,FW,St. Pauli,de Bundesliga,26,1998,20.6,5,3,0,2,3,1,5,20.0,4,5,0,5,0,5,8,0,404,547,73.9,5609,1043,221,273,81.0,124,154,80.5,22,39,56.4,4,2.1,1.3,+1.9,24,25,9,2,43,43,2.09,36,0,0,4,2,1,4,0.19,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.0,1890.0,3,5.848114471882582,4.0,2.1683141449466348,36.0,24.0,3.0,0.0,2.0,4.332561027258635,8.224175401031971,2.451903762295842,2000000
Maximilian Eggestein,de GER,MF,Freiburg,de Bundesliga,27,1996,31.6,57,32,21,26,10,24,43,55.8,19,37,10,27,39,96,54,1,1213,1452,83.5,18800,5136,616,699,88.1,528,603,87.6,41,69,59.4,0,1.5,2.5,-1.5,19,131,16,3,141,51,1.61,42,0,1,3,4,1,5,0.16,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.0,2877.0,2,2.7688491884619,0.0,1.511209450662136,36.0,19.0,4.0,0.0,2.0,2.7688491884619,11.366839273832738,8.970980004407465,8000000
Kingsley Ehizibue,nl NED,DF,Udinese,it Serie A,29,1995,27.8,55,35,31,18,6,25,41,61.0,16,41,14,27,23,78,70,5,753,982,76.7,12800,4096,350,404,86.6,319,399,79.9,63,122,51.6,1,2.2,1.8,-1.2,22,29,21,16,55,51,1.84,39,4,1,3,3,1,2,0.07,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.0,2534.0,0,1.6657815780490637,1.0,2.317279883660376,14.0,22.0,5.0,0.0,0.0,1.6657815780490637,7.501473223790526,3.715930735692382,1850000
Chidera Ejuke,ng NGA,FW,Sevilla,es La Liga,26,1998,10.7,19,13,8,9,2,9,20,45.0,11,12,0,12,5,24,8,0,363,445,81.6,5949,1122,199,220,90.5,117,140,83.6,37,53,69.8,1,1.9,1.2,-0.9,21,18,20,5,38,45,4.19,28,5,9,0,3,0,2,0.19,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.0,917.0,2,0.9540498401038348,1.0,1.5952777117490768,20.0,21.0,0.0,0.0,2.0,0.9540498401038348,3.6467593014240265,1.846392972394824,5500000
Jeff Ekhator,it ITA,"FW,MF",Genoa,it Serie A,17,2006,8.5,7,4,4,1,2,4,9,44.4,5,10,1,9,2,9,5,0,110,165,66.7,1427,387,62,83,74.7,31,48,64.6,4,8,50.0,1,1.0,0.6,0.0,11,8,4,0,14,21,2.46,15,0,0,2,4,0,2,0.23,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.0,727.0,1,1.3274079076945782,1.0,1.373926709406078,10.0,10.0,1.0,0.0,1.0,1.3274079076945782,2.3448909549042583,0.5531844501383603,3000000
Jurgen Ekkelenkamp,nl NED,MF,Udinese,it Serie A,24,2000,21.0,36,25,10,22,4,18,35,51.4,17,26,4,22,12,48,26,0,550,690,79.7,8583,2061,289,337,85.8,215,260,82.7,29,46,63.0,2,1.3,1.2,+0.7,15,42,11,2,72,38,1.81,29,2,2,3,1,1,6,0.29,4,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.0,1884.0,3,3.1339307287707925,2.0,1.634106621146202,26.0,16.0,2.0,0.0,3.0,3.1339307287707925,7.973995503038168,4.543551272712648,3350000
Emmanuel Ekong,se SWE,"MF,FW",Empoli,it Serie A,22,2002,2.1,4,3,0,2,2,3,3,100.0,0,2,1,1,1,5,1,0,30,44,68.2,444,85,17,24,70.8,11,14,78.6,1,1,100.0,0,0.1,0.1,-0.1,2,2,2,0,5,6,2.90,3,0,3,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.0,146.0,0,0.1341847870498895,0.0,0.1024129986763,4.0,2.0,1.0,0.0,0.0,0.1341847870498895,0.6242885012179613,0.3876907210797071,300000
Caleb Ekuban,gh GHA,FW,Genoa,it Serie A,30,1994,6.2,3,3,1,1,1,1,1,100.0,0,4,1,3,1,4,6,0,72,107,67.3,1030,181,39,56,69.6,27,36,75.0,2,6,33.3,3,0.8,0.2,+2.2,8,6,1,0,8,14,2.27,11,0,0,2,1,0,3,0.49,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.0,526.0,1,3.429166266694665,3.0,0.8587063550949097,18.0,8.0,1.0,0.0,1.0,3.429166266694665,3.8718484360724688,0.7761340718716383,1125000
Anthony Elanga,se SWE,"FW,MF",Nott'ham Forest,eng Premier League,22,2002,27.8,19,14,8,8,3,5,17,29.4,12,11,1,10,6,25,25,0,540,827,65.3,8021,2660,318,387,82.2,150,232,64.7,46,131,35.1,11,5.7,5.1,+5.3,50,32,26,8,63,102,3.67,56,23,5,7,11,0,18,0.65,10,4,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38.0,2549.0,6,5.92288132570684,11.0,6.605899995192885,44.0,50.0,1.0,0.0,6.0,5.92288132570684,12.84948781132698,4.026209270581603,21000000
